Sample,Datasize,QuickSelect Time,DeterministicSelect Time,QuickSortSelect Time,QuickSelect Partitioning Stages,DeterministicSelect Partitioning Stages,QuicksSortSelect Partitioning Stages
71,100,0.00,0.00,0.00,10,34,139
72,100,0.00,0.00,0.00,9,31,143
73,100,0.00,0.00,0.00,6,24,137
74,100,0.00,0.00,0.00,8,28,133
75,100,0.00,0.00,0.00,11,31,129
76,100,0.00,0.00,0.00,4,38,139
77,100,0.00,0.00,0.00,8,32,135
78,100,0.00,0.00,0.00,8,40,133
79,100,0.00,0.00,0.00,6,26,127
80,100,0.00,0.00,0.00,6,42,127
81,100,0.00,0.00,0.00,5,33,133
82,100,0.00,0.00,0.00,10,28,133
83,100,0.00,0.00,0.00,6,35,131
84,100,0.00,0.00,0.00,7,30,137
85,100,0.00,0.00,0.00,5,30,137
86,100,0.00,0.00,0.00,8,24,137
87,100,0.00,0.00,0.00,6,24,129
88,100,0.00,0.00,0.00,7,30,133
89,100,0.00,0.00,0.00,10,20,135
90,100,0.00,0.00,0.00,2,34,133
91,100,0.00,0.00,0.00,6,24,135
92,100,0.00,0.00,0.00,6,41,127
93,100,0.00,0.00,0.00,4,33,131
94,100,0.00,0.00,0.00,10,29,129
95,100,0.00,0.00,0.00,4,9,133
96,100,0.00,0.00,0.00,9,41,135
97,100,0.00,0.00,0.00,10,36,137
98,100,0.00,0.00,0.00,5,33,129
99,100,0.00,0.00,0.00,8,40,135
100,100,0.00,0.00,0.00,10,36,129
101,100,0.00,0.00,0.00,8,35,127
102,100,0.00,0.00,0.00,3,26,129
103,100,0.00,0.00,0.00,8,38,133
104,100,0.00,0.00,0.00,3,41,135
105,100,0.00,0.00,0.00,5,26,139
106,100,0.00,0.00,0.00,6,36,131
107,100,0.00,0.00,0.00,3,32,127
108,100,0.00,0.00,0.00,9,35,133
109,100,0.00,0.00,0.00,4,44,133
110,100,0.00,0.00,0.00,9,41,135
111,100,0.00,0.00,0.00,4,45,129
112,100,0.00,0.00,0.00,7,26,133
113,100,0.00,0.00,0.00,10,38,131
114,100,0.00,0.00,0.00,7,33,127
115,100,0.00,0.00,0.00,11,31,133
116,100,0.00,0.00,0.00,8,35,131
117,100,0.00,0.00,0.00,4,37,135
118,100,0.00,0.00,0.00,13,26,131
119,100,0.00,0.00,0.00,6,25,131
120,100,0.00,0.00,0.00,11,34,135
121,100,0.00,0.00,0.00,7,33,131
122,100,0.00,0.00,0.00,8,25,137
123,100,0.00,0.00,0.00,5,32,135
124,100,0.00,0.00,0.00,9,32,137
125,100,0.00,0.00,0.00,4,41,129
126,100,0.00,0.00,0.00,11,42,137
127,100,0.00,0.00,0.00,6,31,135
128,100,0.00,0.00,0.00,13,26,135
129,100,0.00,0.00,0.00,10,29,129
130,100,0.00,0.00,0.00,6,32,127
131,100,0.00,0.00,0.00,5,30,139
132,100,0.00,0.00,0.00,5,30,141
133,100,0.00,0.00,0.00,6,28,133
134,100,0.00,0.00,0.00,9,25,131
135,100,0.00,0.00,0.00,2,33,135
136,100,0.00,0.00,0.00,12,45,133
137,100,0.00,0.00,0.00,13,43,137
138,100,0.00,0.00,0.00,2,44,137
139,100,0.00,0.00,0.00,10,33,127
140,100,0.00,0.00,0.00,4,34,129
141,100,0.00,0.00,0.00,9,13,135
142,100,0.00,0.00,0.00,8,34,133
143,100,0.00,0.00,0.00,8,30,137
144,100,0.00,0.00,0.00,4,35,131
145,100,0.00,0.00,0.00,5,29,135
146,100,0.00,0.00,0.00,8,38,131
147,100,0.00,0.00,0.00,10,28,121
148,100,0.00,0.00,0.00,7,41,133
149,100,0.00,0.00,0.00,3,25,135
150,100,0.00,0.00,0.00,8,30,131
151,100,0.00,0.00,0.00,4,35,135
152,100,0.00,0.00,0.00,7,39,137
153,100,0.00,0.00,0.00,8,40,135
154,100,0.00,0.00,0.00,9,32,133
155,100,0.00,0.00,0.00,7,39,133
156,100,0.00,0.00,0.00,10,42,135
157,100,0.00,0.00,0.00,5,46,131
158,100,0.00,0.00,0.00,2,35,133
159,100,0.00,0.00,0.00,6,36,135
160,100,0.00,0.00,0.00,5,35,127
161,100,0.00,0.00,0.00,4,40,133
162,100,0.00,0.00,0.00,14,32,141
163,100,0.00,0.00,0.00,6,40,133
164,100,0.00,0.00,0.00,5,33,133
165,100,0.00,0.00,0.00,12,40,139
166,100,0.00,0.00,0.00,8,32,127
167,100,0.00,0.00,0.00,3,42,131
168,100,0.00,0.00,0.00,6,39,131
169,100,0.00,0.00,0.00,5,32,133
170,100,0.00,0.00,0.00,8,35,137
171,100,0.00,0.00,0.00,6,38,133
172,100,0.00,0.00,0.00,6,33,125
173,100,0.00,0.00,0.00,8,31,133
174,100,0.00,0.00,0.00,5,33,133
175,100,0.00,0.00,0.00,7,37,135
176,100,0.00,0.00,0.00,9,32,133
177,100,0.00,0.00,0.00,4,45,121
178,100,0.00,0.00,0.00,10,35,139
179,100,0.00,0.00,0.00,7,20,135
180,100,0.00,0.00,0.00,7,44,137
181,100,0.00,0.00,0.00,7,43,133
182,100,0.00,0.00,0.00,13,46,135
183,100,0.00,0.00,0.00,4,33,135
184,100,0.00,0.00,0.00,5,41,133
185,100,0.00,0.00,0.00,10,14,129
186,100,0.00,0.00,0.00,4,45,139
187,100,0.00,0.00,0.00,6,31,131
188,100,0.00,0.00,0.00,10,40,141
189,100,0.00,0.00,0.00,4,25,125
190,100,0.00,0.00,0.00,9,26,139
191,100,0.00,0.00,0.00,6,40,139
192,100,0.00,0.00,0.00,4,30,137
193,100,0.00,0.00,0.00,9,44,133
194,100,0.00,0.00,0.00,8,31,133
195,100,0.00,0.00,0.00,6,35,135
196,100,0.00,0.00,0.00,8,28,135
197,100,0.00,0.00,0.00,11,30,133
198,100,0.00,0.00,0.00,9,37,135
199,100,0.00,0.00,0.00,12,41,141
200,100,0.00,0.00,0.00,6,44,127
