Sample,Datasize,QuickSelect Time,DeterministicSelect Time,QuickSortSelect Time,QuickSelect Partitioning Stages,DeterministicSelect Partitioning Stages,QuicksSortSelect Partitioning Stages
45,100000,0.07,0.01,0.02,22,2747,133387
46,100000,0.07,0.02,0.02,25,2664,133365
47,100000,0.08,0.01,0.02,13,2703,133311
48,100000,0.07,0.01,0.02,20,2514,133361
49,100000,0.09,0.01,0.02,18,2687,133387
50,100000,0.07,0.01,0.02,20,2727,133279
51,100000,0.07,0.01,0.02,15,2761,133271
52,100000,0.07,0.01,0.02,20,2694,133345
53,100000,0.07,0.01,0.02,23,2646,133257
54,100000,0.09,0.01,0.02,25,2670,133453
55,100000,0.07,0.01,0.02,21,2794,133405
56,100000,0.07,0.01,0.02,23,2729,133257
57,100000,0.08,0.02,0.02,18,2838,133397
58,100000,0.09,0.01,0.02,17,2838,133315
59,100000,0.08,0.01,0.02,28,2724,133561
60,100000,0.07,0.01,0.02,31,2587,133229
61,100000,0.07,0.01,0.02,22,2776,133571
62,100000,0.07,0.01,0.02,15,2787,133155
63,100000,0.08,0.01,0.02,15,2833,133143
64,100000,0.08,0.01,0.02,17,2667,133519
65,100000,0.08,0.01,0.02,20,2756,133271
66,100000,0.07,0.01,0.02,28,2458,133143
67,100000,0.07,0.01,0.02,17,2920,133277
68,100000,0.07,0.02,0.02,20,2759,133241
69,100000,0.07,0.01,0.02,16,2897,133371
70,100000,0.08,0.01,0.02,17,2739,133359
71,100000,0.07,0.01,0.02,25,2805,133469
72,100000,0.07,0.01,0.02,16,2829,133245
73,100000,0.07,0.01,0.02,24,2718,133317
74,100000,0.07,0.01,0.02,19,2792,133457
75,100000,0.07,0.01,0.02,17,2710,133231
76,100000,0.07,0.01,0.02,23,2684,133331
77,100000,0.07,0.01,0.02,28,2791,133391
78,100000,0.07,0.01,0.02,27,2793,133199
79,100000,0.07,0.01,0.02,28,2689,133301
80,100000,0.07,0.02,0.02,26,2744,133205
81,100000,0.07,0.01,0.02,10,2739,133285
82,100000,0.09,0.01,0.02,24,2517,133533
83,100000,0.08,0.01,0.02,23,2737,133579
84,100000,0.07,0.01,0.02,17,2753,133291
85,100000,0.07,0.01,0.02,25,2641,133333
86,100000,0.09,0.01,0.02,24,2732,133507
87,100000,0.07,0.01,0.02,14,2675,133415
88,100000,0.07,0.01,0.02,18,2693,133651
89,100000,0.07,0.01,0.02,18,2706,133409
90,100000,0.07,0.01,0.02,16,2895,133473
91,100000,0.07,0.02,0.02,21,2451,133237
92,100000,0.08,0.01,0.02,21,2763,133163
93,100000,0.07,0.01,0.02,28,2804,133189
94,100000,0.07,0.01,0.02,20,2840,133131
95,100000,0.08,0.01,0.02,23,2830,133379
96,100000,0.14,0.01,0.02,19,2641,133185
97,100000,0.07,0.02,0.02,19,2564,133239
98,100000,0.08,0.01,0.02,19,2774,133103
99,100000,0.07,0.01,0.02,24,2778,133305
100,100000,0.07,0.02,0.02,19,2735,133033
101,100000,0.07,0.01,0.02,24,2730,133331
102,100000,0.08,0.01,0.02,26,2637,133265
103,100000,0.08,0.01,0.02,32,2727,133365
104,100000,0.07,0.01,0.02,19,2735,133271
105,100000,0.08,0.01,0.02,24,2719,133113
106,100000,0.07,0.01,0.02,19,2625,133393
107,100000,0.07,0.01,0.02,16,2805,133305
108,100000,0.08,0.01,0.02,24,2753,133291
109,100000,0.08,0.01,0.02,13,2646,133417
110,100000,0.07,0.01,0.02,20,2675,133227
111,100000,0.12,0.02,0.02,27,2687,133223
112,100000,0.07,0.01,0.02,18,2793,133321
113,100000,0.07,0.01,0.02,13,2833,133333
114,100000,0.08,0.01,0.02,32,2732,133241
115,100000,0.07,0.01,0.02,25,2749,133059
116,100000,0.07,0.01,0.02,23,2631,133431
117,100000,0.10,0.01,0.02,18,2647,133171
118,100000,0.07,0.01,0.02,28,2715,133187
119,100000,0.07,0.01,0.02,15,2657,133069
120,100000,0.08,0.01,0.02,16,2880,133311
121,100000,0.07,0.01,0.02,28,2825,133401
122,100000,0.07,0.01,0.02,15,2882,133285
123,100000,0.08,0.02,0.02,22,2834,133531
124,100000,0.08,0.01,0.02,19,2829,133235
125,100000,0.07,0.01,0.02,24,2656,133421
126,100000,0.07,0.01,0.02,18,2974,133521
127,100000,0.07,0.01,0.02,19,2687,133253
128,100000,0.07,0.01,0.02,20,2838,133313
129,100000,0.07,0.01,0.02,21,2664,133335
130,100000,0.07,0.01,0.02,21,2848,133341
131,100000,0.07,0.01,0.02,20,2875,133455
132,100000,0.07,0.01,0.02,16,2791,133465
133,100000,0.07,0.01,0.02,20,2888,133275
134,100000,0.07,0.02,0.02,19,2770,133603
135,100000,0.07,0.01,0.02,26,2824,133199
136,100000,0.07,0.01,0.02,13,2634,133369
137,100000,0.09,0.01,0.02,25,2777,133447
138,100000,0.08,0.01,0.02,22,2672,133313
139,100000,0.07,0.01,0.02,19,2785,133333
140,100000,0.08,0.01,0.02,22,2803,133221
141,100000,0.07,0.01,0.02,14,2737,133281
142,100000,0.07,0.01,0.02,25,2426,133463
143,100000,0.07,0.01,0.02,18,2705,133375
144,100000,0.07,0.01,0.02,20,2528,133253
145,100000,0.07,0.02,0.02,22,2771,133355
146,100000,0.08,0.01,0.02,20,2894,133213
147,100000,0.07,0.01,0.02,16,2749,133463
148,100000,0.07,0.01,0.02,25,2864,133425
149,100000,0.11,0.01,0.02,19,2748,133339
150,100000,0.07,0.01,0.02,18,2687,133263
151,100000,0.07,0.02,0.02,19,2673,133179
152,100000,0.07,0.01,0.02,26,2919,133671
153,100000,0.09,0.01,0.02,24,2681,133413
154,100000,0.08,0.01,0.02,13,2896,133313
155,100000,0.10,0.02,0.02,25,2849,133277
156,100000,0.09,0.01,0.02,17,2746,133535
157,100000,0.08,0.01,0.02,22,2674,133589
158,100000,0.10,0.01,0.02,28,2689,133233
159,100000,0.08,0.01,0.02,26,2774,133195
160,100000,0.07,0.01,0.02,23,2580,133323
161,100000,0.07,0.01,0.02,21,2970,133139
162,100000,0.07,0.01,0.02,19,2805,133565
163,100000,0.08,0.01,0.02,19,2876,133183
164,100000,0.07,0.01,0.02,18,2640,133363
165,100000,0.07,0.01,0.02,15,2691,133469
166,100000,0.07,0.02,0.02,22,2673,133369
167,100000,0.10,0.01,0.02,19,2758,133507
168,100000,0.09,0.01,0.03,23,2714,133379
169,100000,0.10,0.01,0.02,16,2735,133425
170,100000,0.07,0.01,0.02,21,2756,133283
171,100000,0.07,0.01,0.02,21,2533,133247
172,100000,0.07,0.01,0.02,21,2938,133427
173,100000,0.09,0.01,0.02,18,2664,133447
174,100000,0.07,0.01,0.02,20,2803,133181
175,100000,0.07,0.01,0.02,21,2714,133293
176,100000,0.07,0.01,0.02,26,2817,133285
177,100000,0.09,0.02,0.02,16,2836,133225
178,100000,0.07,0.01,0.02,18,2469,133175
179,100000,0.07,0.01,0.02,21,2913,133305
180,100000,0.07,0.01,0.02,19,2796,133269
181,100000,0.07,0.01,0.02,30,2700,133311
182,100000,0.07,0.01,0.02,32,2614,133129
183,100000,0.07,0.01,0.02,18,2954,133201
184,100000,0.07,0.01,0.02,19,2932,133343
185,100000,0.08,0.01,0.02,18,2792,133461
186,100000,0.07,0.01,0.02,22,2768,133389
187,100000,0.07,0.01,0.02,18,2706,133349
188,100000,0.07,0.01,0.02,23,2757,133317
189,100000,0.07,0.02,0.02,21,2882,133431
190,100000,0.07,0.01,0.02,16,2884,133407
191,100000,0.09,0.01,0.02,22,2722,133397
192,100000,0.08,0.01,0.02,17,2595,133373
193,100000,0.07,0.01,0.02,21,2869,133303
194,100000,0.08,0.01,0.02,19,2852,133181
195,100000,0.07,0.01,0.02,19,2687,133247
196,100000,0.08,0.01,0.02,26,2772,133299
197,100000,0.08,0.01,0.02,22,2817,133155
198,100000,0.07,0.01,0.02,27,2706,133581
199,100000,0.08,0.01,0.02,19,2629,133489
200,100000,0.07,0.02,0.02,18,2662,133321
1,100000,0.11,0.02,0.03,22,3039,133395
2,100000,0.09,0.01,0.02,21,2766,133241
3,100000,0.09,0.01,0.02,26,2798,133435
4,100000,0.08,0.01,0.02,24,2820,133245
5,100000,0.07,0.01,0.02,24,2915,133363
6,100000,0.07,0.01,0.02,13,2892,133329
7,100000,0.07,0.01,0.02,16,2809,133143
8,100000,0.07,0.01,0.02,26,2761,133457
9,100000,0.07,0.01,0.02,21,2625,133239
10,100000,0.07,0.01,0.02,28,2631,133491
11,100000,0.09,0.01,0.02,17,2610,133363
12,100000,0.08,0.01,0.02,16,2819,133639
13,100000,0.07,0.02,0.02,20,2797,133149
14,100000,0.12,0.01,0.02,19,2500,133213
15,100000,0.10,0.01,0.02,24,2733,133107
16,100000,0.08,0.02,0.02,29,2817,133193
17,100000,0.07,0.02,0.02,15,2784,133331
18,100000,0.08,0.01,0.02,23,2768,133291
19,100000,0.08,0.01,0.02,20,2819,133153
20,100000,0.08,0.01,0.03,21,2675,133323
21,100000,0.10,0.01,0.03,21,2478,133321
22,100000,0.09,0.01,0.02,23,2649,133305
23,100000,0.08,0.01,0.02,25,2670,133041
24,100000,0.08,0.01,0.02,23,2720,133235
25,100000,0.07,0.01,0.02,17,2832,133153
26,100000,0.08,0.02,0.04,21,2770,133127
27,100000,0.15,0.02,0.04,19,2683,133607
28,100000,0.09,0.01,0.02,22,2896,133357
29,100000,0.10,0.01,0.03,29,2778,133371
30,100000,0.13,0.03,0.03,19,2797,133433
31,100000,0.15,0.03,0.04,17,2815,133525
32,100000,0.17,0.04,0.05,21,2633,133103
33,100000,0.08,0.01,0.02,20,2724,133397
34,100000,0.09,0.01,0.02,15,2888,133311
35,100000,0.14,0.04,0.05,20,2852,133307
36,100000,0.19,0.05,0.06,18,2683,133335
37,100000,0.07,0.01,0.02,17,2562,133389
38,100000,0.07,0.01,0.02,23,2609,133259
39,100000,0.07,0.01,0.02,29,2759,133473
40,100000,0.09,0.01,0.02,20,2777,133193
41,100000,0.07,0.01,0.02,19,2637,133407
42,100000,0.09,0.01,0.02,28,2783,133395
43,100000,0.09,0.01,0.02,23,2703,133499
44,100000,0.07,0.01,0.02,20,2648,133419
45,100000,0.08,0.01,0.02,22,2572,133269
46,100000,0.08,0.01,0.02,26,2622,133139
47,100000,0.07,0.02,0.02,27,2715,133371
48,100000,0.07,0.01,0.02,20,2644,133281
49,100000,0.10,0.01,0.02,18,2714,133223
50,100000,0.07,0.01,0.02,19,2723,133319
51,100000,0.07,0.01,0.02,24,2832,133429
52,100000,0.07,0.01,0.02,18,2692,133493
53,100000,0.07,0.01,0.02,27,2837,133385
54,100000,0.07,0.01,0.02,21,2888,133187
55,100000,0.09,0.01,0.02,21,2708,133203
56,100000,0.07,0.01,0.02,28,2661,133177
57,100000,0.09,0.01,0.02,21,2638,133373
58,100000,0.08,0.01,0.02,27,2763,133275
59,100000,0.07,0.01,0.02,23,2718,133275
60,100000,0.07,0.01,0.02,14,2832,133387
61,100000,0.10,0.01,0.02,23,2796,133443
62,100000,0.08,0.01,0.02,18,2721,133515
63,100000,0.07,0.01,0.02,26,2735,133217
64,100000,0.08,0.01,0.02,22,2929,133167
65,100000,0.07,0.01,0.02,21,2465,133329
66,100000,0.08,0.01,0.02,25,2791,133387
67,100000,0.07,0.01,0.02,27,2784,133585
68,100000,0.07,0.01,0.02,21,2634,133477
69,100000,0.07,0.01,0.02,26,2893,133269
70,100000,0.07,0.01,0.02,22,2814,133423
71,100000,0.08,0.01,0.02,24,2755,133451
72,100000,0.08,0.02,0.02,8,2727,133473
73,100000,0.09,0.01,0.02,20,2656,133643
74,100000,0.09,0.01,0.02,30,2886,133543
75,100000,0.08,0.01,0.03,18,2596,133463
76,100000,0.09,0.01,0.03,24,2841,133451
77,100000,0.07,0.01,0.02,22,2701,133235
78,100000,0.07,0.01,0.02,18,2612,133365
79,100000,0.09,0.01,0.02,22,2900,133477
80,100000,0.08,0.01,0.02,31,2783,133451
81,100000,0.07,0.01,0.02,27,2846,133261
82,100000,0.08,0.01,0.02,20,2946,133279
83,100000,0.08,0.01,0.02,23,2666,133321
84,100000,0.08,0.01,0.02,18,2750,133249
85,100000,0.09,0.01,0.02,16,2758,133189
86,100000,0.09,0.01,0.02,20,2610,133237
87,100000,0.09,0.01,0.02,15,2943,133381
88,100000,0.07,0.01,0.02,17,2854,133335
89,100000,0.07,0.02,0.02,20,2897,133473
90,100000,0.11,0.01,0.02,13,2808,133291
91,100000,0.09,0.01,0.02,27,2875,133317
92,100000,0.07,0.01,0.02,22,2803,133351
93,100000,0.09,0.01,0.02,15,2726,133381
94,100000,0.08,0.01,0.02,22,2734,133439
95,100000,0.07,0.01,0.02,18,2874,133375
96,100000,0.08,0.01,0.02,31,2858,133315
97,100000,0.07,0.01,0.02,17,2795,133361
98,100000,0.08,0.01,0.02,20,2800,133529
99,100000,0.07,0.01,0.02,22,2780,133283
100,100000,0.07,0.01,0.02,27,2680,133357
101,100000,0.08,0.01,0.02,18,2609,133297
102,100000,0.10,0.01,0.02,23,2867,133293
103,100000,0.09,0.05,0.02,17,2864,133511
104,100000,0.07,0.01,0.02,22,2808,133305
105,100000,0.07,0.01,0.02,25,2673,133305
106,100000,0.07,0.01,0.02,16,2722,133127
107,100000,0.07,0.01,0.02,12,2559,133511
108,100000,0.08,0.01,0.02,19,2930,133401
109,100000,0.08,0.01,0.02,23,2859,133233
110,100000,0.07,0.01,0.02,17,2741,133193
111,100000,0.07,0.01,0.02,28,2743,133361
112,100000,0.08,0.01,0.02,25,2798,133425
113,100000,0.08,0.01,0.02,16,2671,133223
114,100000,0.08,0.01,0.02,25,2856,133129
115,100000,0.09,0.01,0.02,26,2799,133335
116,100000,0.07,0.01,0.02,22,2772,133247
117,100000,0.07,0.01,0.14,25,2790,133415
118,100000,0.08,0.02,0.03,11,2919,133419
119,100000,0.07,0.01,0.02,25,2840,133217
120,100000,0.07,0.01,0.02,25,2682,133089
121,100000,0.08,0.01,0.02,23,2785,133199
122,100000,0.08,0.01,0.02,20,2708,133445
123,100000,0.07,0.01,0.02,21,2930,133313
124,100000,0.07,0.01,0.02,20,2844,133349
125,100000,0.07,0.01,0.02,20,2587,133417
126,100000,0.07,0.01,0.02,21,2705,133347
127,100000,0.07,0.02,0.02,24,2619,133529
128,100000,0.07,0.02,0.03,18,2707,133299
129,100000,0.08,0.01,0.02,18,2746,133593
130,100000,0.10,0.01,0.02,11,2674,133281
131,100000,0.07,0.01,0.02,19,2653,133527
132,100000,0.07,0.01,0.02,16,2825,133505
133,100000,0.07,0.02,0.03,23,2675,133019
134,100000,0.07,0.01,0.02,19,2636,133403
135,100000,0.07,0.01,0.02,16,2644,133551
136,100000,0.08,0.01,0.02,14,2809,133243
137,100000,0.07,0.01,0.02,19,2841,133289
138,100000,0.07,0.01,0.02,22,2850,133285
139,100000,0.09,0.01,0.02,18,2754,133311
140,100000,0.09,0.01,0.02,20,2650,133437
141,100000,0.09,0.01,0.02,15,2831,133159
142,100000,0.10,0.01,0.02,26,2572,133383
143,100000,0.08,0.01,0.02,16,2672,133431
144,100000,0.08,0.01,0.02,25,2921,133389
145,100000,0.07,0.01,0.02,24,2603,133265
146,100000,0.10,0.02,0.03,34,2640,133381
147,100000,0.09,0.01,0.02,19,2750,133465
148,100000,0.11,0.01,0.02,19,2807,133257
149,100000,0.08,0.01,0.02,18,2855,133597
150,100000,0.11,0.01,0.02,24,2780,133299
151,100000,0.08,0.01,0.02,19,2652,133381
152,100000,0.07,0.01,0.02,18,2695,133681
153,100000,0.08,0.01,0.02,25,2735,133121
154,100000,0.10,0.01,0.02,16,2894,133621
155,100000,0.09,0.02,0.02,22,2691,133267
156,100000,0.08,0.01,0.02,18,2744,133169
157,100000,0.07,0.02,0.02,22,2625,133409
158,100000,0.08,0.01,0.02,26,2699,133063
159,100000,0.08,0.01,0.02,18,2579,133295
160,100000,0.08,0.01,0.02,26,2817,133271
161,100000,0.08,0.02,0.03,29,2834,133437
162,100000,0.08,0.01,0.02,18,2648,133187
163,100000,0.08,0.01,0.02,17,2081,133001
164,100000,0.07,0.01,0.02,24,2756,133185
165,100000,0.07,0.01,0.02,21,2789,133419
166,100000,0.07,0.01,0.02,18,2866,133067
167,100000,0.11,0.01,0.02,18,2700,133131
168,100000,0.09,0.01,0.02,24,2721,133387
169,100000,0.09,0.01,0.02,23,2792,133375
170,100000,0.14,0.01,0.02,22,2782,133299
171,100000,0.28,0.01,0.02,24,2920,133343
172,100000,0.11,0.01,0.02,18,2706,133377
173,100000,0.07,0.01,0.02,20,2833,133515
174,100000,0.07,0.02,0.02,27,2679,133331
175,100000,0.07,0.01,0.02,29,2748,133463
176,100000,0.09,0.01,0.02,25,2710,133363
177,100000,0.07,0.01,0.02,24,2707,133431
178,100000,0.07,0.01,0.02,17,2860,133381
179,100000,0.08,0.01,0.02,20,2810,133421
180,100000,0.07,0.01,0.02,18,2768,133207
181,100000,0.08,0.01,0.02,26,2888,133375
182,100000,0.08,0.01,0.02,16,2554,133215
183,100000,0.07,0.01,0.02,29,2643,133507
184,100000,0.08,0.01,0.02,15,2818,133315
185,100000,0.09,0.01,0.02,20,2670,133369
186,100000,0.09,0.01,0.02,23,2676,133327
187,100000,0.07,0.02,0.03,24,2826,133305
188,100000,0.09,0.01,0.02,27,2624,133327
189,100000,0.09,0.01,0.02,19,2769,133377
190,100000,0.07,0.01,0.02,18,2750,133111
191,100000,0.07,0.01,0.02,20,2571,133465
192,100000,0.07,0.01,0.02,21,2698,133165
193,100000,0.62,0.01,0.02,23,2786,133435
194,100000,0.08,0.01,0.02,20,2855,133279
195,100000,0.08,0.02,0.02,23,2868,133519
196,100000,0.07,0.01,0.02,28,2722,133279
197,100000,0.07,0.01,0.02,21,2631,133587
198,100000,0.09,0.01,0.02,25,2664,133453
199,100000,0.10,0.01,0.02,24,2825,133497
200,100000,0.07,0.01,0.02,19,2486,133349
