Sample,Datasize,QuickSelect Time,DeterministicSelect Time,QuickSortSelect Time,QuickSelect Partitioning Stages,DeterministicSelect Partitioning Stages,QuicksSortSelect Partitioning Stages
161,10000,0.00,0.00,0.00,17,585,13315
162,10000,0.00,0.00,0.00,18,616,13397
163,10000,0.00,0.00,0.00,18,615,13291
164,10000,0.00,0.00,0.00,18,633,13345
165,10000,0.00,0.00,0.00,12,662,13367
166,10000,0.00,0.00,0.00,21,669,13281
167,10000,0.00,0.00,0.00,11,623,13351
168,10000,0.00,0.00,0.00,12,620,13301
169,10000,0.00,0.00,0.00,22,649,13417
170,10000,0.00,0.00,0.00,12,618,13251
171,10000,0.00,0.00,0.00,15,630,13429
172,10000,0.00,0.00,0.00,19,525,13351
173,10000,0.00,0.00,0.00,22,645,13285
174,10000,0.00,0.00,0.00,20,605,13419
175,10000,0.00,0.00,0.00,22,695,13317
176,10000,0.00,0.00,0.00,16,637,13289
177,10000,0.00,0.00,0.00,17,703,13345
178,10000,0.00,0.00,0.00,19,589,13397
179,10000,0.00,0.00,0.00,19,617,13325
180,10000,0.00,0.00,0.00,16,578,13315
181,10000,0.00,0.00,0.00,29,695,13305
182,10000,0.00,0.00,0.00,19,602,13299
183,10000,0.00,0.00,0.00,13,658,13375
184,10000,0.00,0.00,0.00,13,629,13359
185,10000,0.00,0.00,0.00,13,520,13303
186,10000,0.00,0.00,0.00,14,572,13271
187,10000,0.00,0.00,0.00,9,645,13347
188,10000,0.00,0.00,0.00,10,610,13271
189,10000,0.00,0.00,0.00,12,603,13401
190,10000,0.00,0.00,0.00,14,683,13231
191,10000,0.00,0.00,0.00,20,507,13341
192,10000,0.00,0.00,0.00,15,562,13333
193,10000,0.00,0.00,0.00,14,619,13379
194,10000,0.00,0.00,0.00,15,624,13327
195,10000,0.00,0.00,0.00,11,565,13385
196,10000,0.00,0.00,0.00,14,688,13295
197,10000,0.00,0.00,0.00,13,569,13369
198,10000,0.00,0.00,0.00,15,640,13263
199,10000,0.00,0.00,0.00,19,598,13307
200,10000,0.00,0.00,0.00,17,611,13341
